Timestamp,Username,Total score,Role Classification,Country of Residence ,"1. Does your company offer health & wellness benefits (i.e. medical insurance coverage, employee and family assistance programs, health/body check-ups, gym membership subsidy, discounts at healthy F&B outlets, subsidy for massage therapy, etc.)?  [Score]",2a. Has your company hosted wellness/ fitness/ team building activities/ workshops within the last year? [Score],"2b. If yes to the above, which of the following topics have been covered? (select all that apply)","3. Does your company have a dedicated employee, team, or social committee responsible for company culture? [Score]","4a. Does your company support positive social activities led by employees? (i.e. sports teams, fundraisers, bake sales, yoga classes, fitness challenges, after-work social gatherings)  [Score]","4b. If yes to the above, could you please list the activities and how your company supported them?","5. Does the company provide online wellness services? (e.g. subscription to fitness/ wellness content library, meditation apps, health/fitness publications, mental health section in newsletter, healthy food ordering app, etc.)  [Score]","6a. Does your company provide access to nutritious food & beverages (e.g. daily refilled fruit, bottled mineral water, snack bars, juice, coffee, tea, healthy snack vending machines, etc.)  [Score]","6b. If yes to the above, could you please list the food & beverages provided? ","7a. Does your company provide access to health/ wellness facilities? (e.g. gym, open space for movement, meditation room, ideation room, quiet area, social area, digital library, etc.) ","7a. Does your company provide access to health/ wellness facilities? (e.g. gym, open space for movement, meditation room, ideation room, quiet area, social area, digital library, etc.)  [Score]","7b. If yes to the above, could you please list the facilities?","8a. Does your company provide access to in-office health/wellness equipment (i.e. standup desk, ergonomic chair, blue light glasses, yoga mat, stability ball, stress balls, noise-cancelling headphones, phone booths)?  [Score]","8b. If yes to the above, could you please list the equipment provided? ","9. Share 2 examples of workplace wellness practices your company is currently practicing. (e.g. monthly team building workshops, yoga classes, weekly non-work related check-ins, continuing education opportunities, etc.)  ","9. Share 2 examples of workplace wellness practices your company is currently practicing. (e.g. monthly team building workshops, yoga classes, weekly non-work related check-ins, continuing education opportunities, etc.)   [Score]","10. How does your company measure the level of your health, well-being and vitality? (e.g. health check-ups, surveys, interviews, focus groups, etc.) ","10. How does your company measure the level of your health, well-being and vitality? (e.g. health check-ups, surveys, interviews, focus groups, etc.)  [Score]",11. Name 2-3 adjectives to describe your company culture. ,11. Name 2-3 adjectives to describe your company culture.  [Score],"12. Nominate 2 of your colleagues (provide first & last name) who lead / coordinates team activities? (i.e. team socials, dim sum lunch as a team, weekend hiking, sport betting pools, games night, etc.) ","12. Nominate 2 of your colleagues (provide first & last name) who lead / coordinates team activities? (i.e. team socials, dim sum lunch as a team, weekend hiking, sport betting pools, games night, etc.)  [Score]","13. Nominate 2 of your colleagues (provide first & last name) who lead by example and/or encourages wellness? (i.e. they are knowledgeable about personal wellness, regularly attends physical activities like yoga, tai chi, fitness classes, encourages healthy eating, etc. *can be the same people as in the previous question.)","13. Nominate 2 of your colleagues (provide first & last name) who lead by example and/or encourages wellness? (i.e. they are knowledgeable about personal wellness, regularly attends physical activities like yoga, tai chi, fitness classes, encourages healthy eating, etc. *can be the same people as in the previous question.) [Score]","14. I experience POSITIVE EMOTION at work ... (e.g. joy, appreciation, confidence, laughter, fun, inspiration, etc.) ","14. I experience POSITIVE EMOTION at work ... (e.g. joy, appreciation, confidence, laughter, fun, inspiration, etc.)  [Score]","15. I experience ENGAGEMENT at work ... (e.g. focus, concentration, flow state, productivity, connection, etc.) ","15. I experience ENGAGEMENT at work ... (e.g. focus, concentration, flow state, productivity, connection, etc.)  [Score]","16. I experience POSITIVE RELATIONSHIPS at work ... (through positive interactions such as teamwork, respectful communication, acts of service/kindness, supportive discussions, constructive conversations, mentoring sessions, caring gestures, healthy competition, etc.) ","16. I experience POSITIVE RELATIONSHIPS at work ... (through positive interactions such as teamwork, respectful communication, acts of service/kindness, supportive discussions, constructive conversations, mentoring sessions, caring gestures, healthy competition, etc.)  [Score]","17. I experience MEANINGFULNESS at work ... (e.g. inspired, trusted, respected, purpose, seen and heard, acknowledged, fulfilled, growth, contribution to something greater, etc.) ","17. I experience MEANINGFULNESS at work ... (e.g. inspired, trusted, respected, purpose, seen and heard, acknowledged, fulfilled, growth, contribution to something greater, etc.)  [Score]","18. I experience ACCOMPLISHMENT at work ... (e.g. achievement, satisfaction, completion, attainment, increased self-confidence, increased self-esteem, celebration, etc.) ","18. I experience ACCOMPLISHMENT at work ... (e.g. achievement, satisfaction, completion, attainment, increased self-confidence, increased self-esteem, celebration, etc.)  [Score]","19. I experience VITALITY at work ... (i.e. high energy, nourished, energized, excited, motivated, spirited, liveliness, etc.) ","19. I experience VITALITY at work ... (i.e. high energy, nourished, energized, excited, motivated, spirited, liveliness, etc.)  [Score]",20. How many times per week do you undertake moderate to high intensity PHYSICAL ACTIVITY? (20+ minutes of continuous activity with elevated heart-rate),20. How many times per week do you undertake moderate to high intensity PHYSICAL ACTIVITY? (20+ minutes of continuous activity with elevated heart-rate) [Score],"21. How many times per week do you SOCIALIZE with colleagues? (e.g. coffee break conversations, lunch, commute, happy hour, events, etc.) ","21. How many times per week do you SOCIALIZE with colleagues? (e.g. coffee break conversations, lunch, commute, happy hour, events, etc.)  [Score]","22. How often do you give QUALITY TIME and attention to your colleagues/peers? (i.e. provide mentorship and guidance, hold space for venting, acts of kindness and thoughtfulness, spend quality non work-related time, etc.) ","22. How often do you give QUALITY TIME and attention to your colleagues/peers? (i.e. provide mentorship and guidance, hold space for venting, acts of kindness and thoughtfulness, spend quality non work-related time, etc.)  [Score]","23a. How often do you engage in vocational (job-specific) LEARNING? (i.e. online courses, technical workshops, certification/designation educational credits, post-graduate education, etc.)","23a. How often do you engage in vocational (job-specific) LEARNING? (i.e. online courses, technical workshops, certification/designation educational credits, post-graduate education, etc.) [Score]","23b. How often do you engage in personal GROWTH and development learning? (i.e. personal development retreats/events, coaching, personal training, therapy, extra-curricular courses, hobby workshops, book clubs, etc.) ","23b. How often do you engage in personal GROWTH and development learning? (i.e. personal development retreats/events, coaching, personal training, therapy, extra-curricular courses, hobby workshops, book clubs, etc.)  [Score]","24. How often do you spend time to take notice of your SURROUNDINGS? (i.e. appreciate things around you, walk in nature, journaling, meditation, observe your thoughts, moments to reflect) ","24. How often do you spend time to take notice of your SURROUNDINGS? (i.e. appreciate things around you, walk in nature, journaling, meditation, observe your thoughts, moments to reflect)  [Score]","25. How often do you feel ACKNOWLEDGED? (i.e. rewarded, complemented, recognized, supported, celebrated, awarded, concerned for, etc.) ","25. How often do you feel ACKNOWLEDGED? (i.e. rewarded, complemented, recognized, supported, celebrated, awarded, concerned for, etc.)  [Score]",26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Stress Optimization ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Mindset Coaching ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Sleep Strategies ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Social Wellbeing ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Leadership & Teamwork ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Physical Health & Fitness ],26a. Rank the following workshop topics that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6):  *Mark only one oval per row.  [Nutrition & Gut Health],"26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Job Satisfaction - Community Environment, Peer Relations, Responsibilities ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Work Stress - Workload, People Issues, Support ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Financial Reimbursement - Rewards, Pay, Benefits, Recognition ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Work Life Balance - Flexible Hours, Work From Home (WFH), Telecommunication, Remote Working, Part-Time options ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Working Conditions - Ambiance (lighting, temperature, etc.), Outer Environment (work space, ergonomics, wellness design), Inner Environment (nutrition, wellness, mental health), Culture (diversity, inclusion, respect, fairness) ]","26b. Rank the following contributors of QWL (Quality of Work Life) that you would be most keen to explore and learn (highest interest = 1 to lowest interest = 6) Mark only one oval per row. [Motivation - Engagement activities, Continuing Education, Team Building ]","Do you have any final comments, suggestions, or questions about improving the Quality of Work Life at your workplace? ","Do you have any final comments, suggestions, or questions about improving the Quality of Work Life at your workplace?  [Score]",Would you be interested in exploring an Individual or Group Coaching program?
2021/09/21 5:45:18 AM AST,13,31.5,"Middle Management (Manager, Senior Manager)",Thailand,1,1,Stress management;Nutrition;Exercise & Fitness;Yoga;Mental Health;Workplace Hygiene;Holistic Wellness;Leadership,1,1,"Yoga classes, fitness, football team, ",0,0,,Yes,1,gym,1,"standup desk, ergonomic chair, yoga mat, stability ball, stress balls, noise-cancelling headphones, phone booths)","monthly team building workshops, yoga classes",1,health check-ups,1,good health good run to the winner,1,Sinee Kesdech : Lunch as a team,0.5,"Sarayut Sarayot, Todwisit Akaraguntrakorn : They are knowledgeable about personal wellness.",1,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Once a week,0,Most days,2,Most days,2,Most days,2,Most days,2,Once a week,0,Once a week,0,3,3,3,3,2,2,2,2,3,3,2,3,2,"No, because it's a good place to work.",1,"Yes, absolutely"
2021/09/21 5:53:08 AM AST,14,19,"Middle Management (Manager, Senior Manager)",Japan,1,1,Stress management;Mental Health,1,1,"Company has condacted some activites such as walking, hiking outside of the office.",0,0,,Yes,1,"Massage room, Sleeping room",1,Air clerner,"Yuichi Oana, Yoshiyuki Sasaki",0,Health check-ups,1,"Passionate, Kind",1,"Yuichi Oana, Kyohei Morita",1,Yoshiyuki Sasaki,1,Most days,2,Most days,2,Half the time,0,Most days,2,Half the time,0,Most days,2,Rarely / Never,0,Once a week,0,Half the time,0,Once a week,0,Once a week,0,Rarely / Never,0,Once a week,0,2,1,3,3,3,2,2,2,2,3,1,3,3,I do not have the idea because I am really satisfied by the system for health/well-being Company has provided. ,1,No thanks
2021/09/21 5:57:16 AM AST,15,27,"Middle Management (Manager, Senior Manager)",Thailand,1,1,Nutrition;Exercise & Fitness;Yoga;Workplace Hygiene,1,1,Set up 4 sport clubs and encourage staff to join,0,1,"Juices, Healthy snack i.e. nuts, coffee, tea, and having ice maker in office",Yes,1,Gym at office,1,"Quarterly monitor lighting and dust in office and warehouse, stress ball provided, standard desk and chair and allow WFH staff to borrow chair to back to WFH","Before Covid wave 4 in Thailand, staff join football, yoga, badminton and running club every week",1,"Health check up, Safety committee meeting to bring the team issue/concern to discuss",1,"Motivated people, People first",1,"Anyaporn Charoenkitsiriwong, Anyaporn Thongsud ",1,"Waraluck Chanthaso, Surasak Sungkamanee (",1,Most days,2,Most days,2,Daily,2,Daily,2,Most days,2,Most days,2,Rarely / Never,0,Most days,2,Half the time,0,Rarely / Never,0,Once a week,0,Half the time,0,Half the time,0,5,2,6,3,1,3,4,2,3,1,3,5,3,Would be great if have any tips to manage stress or remain team engagement during WFH,1,"Yes, absolutely"
2021/09/21 5:57:30 AM AST,16,27.5,"Middle Management (Manager, Senior Manager)",Indonesia & E. Timor,1,1,Stress management;Ergonomics;Mindfulness;Breathing;Workplace Hygiene,1,1,"Birotika Club (BC) for support sport (badminton, basket, cycling, etc) and hobby (hiking, fishing, Yoga).  ",1,1,"Fruit, bottled mineral water, snack bars, juice, coffee, tea, healthy snack vending machines.",Yes,1,"gym, karaoke room.",1,"ergonomic chair, yoga mat, stress balls, ",Yoga classes,0.5,Health check-up.,1,"Happy, can do, passion.",1,Melisa Kurniawati and Rosalia Dwita Sulistyowati,1,Melisa Kurniawati and Rany Anggrainy,1,Daily,2,Most days,2,Most days,2,Most days,2,Daily,2,Daily,2,Most day,2,Once a week,0,Half the time,0,Once a week,0,Rarely / Never,0,Once a week,0,Half the time,0,5,5,5,3,2,3,1,3,3,2,2,2,3,Please increase insurance benefit,1,"Maybe, depends on the time committment"
2021/09/21 6:02:34 AM AST,17,36,"Middle Management (Manager, Senior Manager)",Pakistan,1,1,Stress management;Nutrition;Sleep;Exercise & Fitness;Mental Health;Workplace Hygiene;Holistic Wellness;Leadership,1,1,"Football; Gym, Cricket; Team Getaways",1,1,"Tea, Coffee, Bottled Mineral Water, Fresh fruit juices and shakes; healthy meals",Yes,1,Gym; Green Cafeteria; Entertainment Area; Garden; Rooftop ,1,anti-fatigue mats; ergonomic chairs; yoga mat,Suggestion Box; Wekly team connects; Daily fitness class; further education assistance; child's education assistance,1,medical check up at the the time of employment; ,1,Caring; Passionate; Open,1,Muhammad Rizwan & Faisal Hamidi,1,Irfan ul Haq & Amin Karim,1,Daily,2,Daily,2,Daily,2,Most days,2,Daily,2,Daily,2,Most day,2,Daily,2,Daily,2,Half the time,0,Once a week,0,Daily,2,Most days,2,5,6,4,6,6,6,6,6,6,5,6,6,6,Its great,1,"Yes, absolutely"
2021/09/21 7:24:56 AM AST,18,18,"Middle Management (Manager, Senior Manager)",Bangladesh,1,1,Exercise & Fitness;Zumba,0,1,Company supports the employees for healthiness under the FFW-FFL banner. Company also support the DGH activities.,0,0,N/A,No,0,N/A,0,N/A,Nothing currently,0,Nothing currently,0,"A real diversified company, encourage speak-up ",1,N/A,0,Taufica Erfan & Abu Tareq,1,Most days,2,Daily,2,Daily,2,Daily,2,Most days,2,Daily,2,Once a week,0,Half the time,0,Half the time,0,Once a week,0,Once a week,0,Half the time,0,Once a week,0,1,1,2,2,1,1,2,1,1,3,1,2,2,Looking forward to have a great session,1,"Maybe, depends on the time committment"
2021/09/21 8:09:20 AM AST,19,24,"Middle Management (Manager, Senior Manager)",Thailand,1,1,Leadership,1,1,"Yoga, Badminton, Football",0,0,,Yes,1,gym,0,,N/A,0,health check-ups,1,"Great place to work, work hard play hard",1,"Ladawan Jaito, Wiphawi Yemchaiphoom",1,"Khingpai Viyanut, Anant Pamornpathomkul",1,Most days,2,Daily,2,Daily,2,Daily,2,Most days,2,Half the time,0,Rarely / Never,0,Once a week,0,Once a week,0,Rarely / Never,0,Most days,2,Most days,2,Half the time,0,2,1,2,2,1,2,2,2,1,2,1,2,1,Being present,1,"Yes, absolutely"
2021/09/21 8:39:57 AM AST,20,38,Staff,Indonesia & E. Timor,1,1,Stress management;Mindfulness;Mental Health,1,1,,1,1,,Yes,1,"Gym, Open Space",1,"standup desk, ergonomic chair, headphones","Smart class : Mindfulness, Mental Health Management",1,Regular checking with team,1,Care with each other,1,Melisa Kurniawati & Rosalia Dwita,1,Melisa Kurniawati & Clarisa Wirija,1,Most days,2,Most days,2,Daily,2,Most days,2,Most days,2,Most days,2,Half the time,0,Most days,2,Most days,2,Most days,2,Most days,2,Most days,2,Most days,2,4,3,1,5,6,3,2,6,4,5,1,2,3,We need to be reminded to taking care of ourselves and be mindful,1,"Yes, absolutely"
2021/09/21 9:17:43 AM AST,21,24,"Middle Management (Manager, Senior Manager)",Singapore,1,1,Stress management;Mindfulness;Mental Health,1,0,,1,1,"water, coffee and tea",Yes,1,gym,1,standup desk,"annual medical check ups, annual workshops on mindfulness and team building",1,health checkup,1,"open, collaborative , respectful",1,NA,0,NA,0,Most days,2,Most days,2,Most days,2,Most days,2,Most days,2,Most days,2,Most day,2,Once a week,0,Rarely / Never,0,Rarely / Never,0,Half the time,0,Once a week,0,Rarely / Never,0,3,1,4,1,1,6,4,1,5,3,6,5,2,NA,0,"Maybe, depends on the Coach"
2021/09/21 11:55:17 AM AST,22,29.5,"Middle Management (Manager, Senior Manager)",Sri Lanka,1,0,Stress management,1,0,,0,1,"Mineral water, Coffee, tea",No,0,,0,,continuing education opportunities,0.5,health check-ups,1,Best day everyday,1,No Specific Person,0,No Specific Person,0,Once a week,0,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,Daily,2,1,1,3,1,1,1,1,1,1,1,1,1,1,No,0,"Yes, absolutely"
2021/09/21 4:40:42 PM AST,23,28,Entry (Associate),New Zealand,1,1,Stress management;Exercise & Fitness;Ergonomics;Mindfulness;Mental Health;Leadership,1,1,"Volleyball - allocated times for staff to play in the competition during work hours; fundraising for womens refuge, daffodil day, anzac day, breast cancer awareness, fit4life challenge to encourage employees to increase their step count and focus on their wellbeing  ",1,1,Prior to covid alert level 4 we have weekly fruit deliveries for the business,No,0,,1,Full ergonomic desk set up for staff through an external provider; stand up desks being rolled out across the office,Subscription to health ad wellbeing newsletter promoting all sorts of heath and wellbeing advice; monthly 121's to discuss any work and non-related work topics with direct supervisor ,1,annual health checks; mole checks and surveys ,1,"caring, generous and motivating",1,Stevie Thompson & Michelle Hamill,1,Maree Lane and Tania Young,1,Most days,2,Most days,2,Daily,2,Most days,2,Most days,2,Most days,2,Most day,2,Half the time,0,Rarely / Never,0,Rarely / Never,0,Rarely / Never,0,Rarely / Never,0,Most days,2,2,3,4,4,3,2,1,1,1,2,1,5,4,no,0,"Maybe, depends on the time committment"
2021/09/21 5:05:56 PM AST,24,33,"Senior Management (Associate Director, Director, Senior Director)",New Zealand,1,1,Stress management;Nutrition;Exercise & Fitness;Mindfulness;Breathing;Mental Health;Leadership,1,0,,1,0,,No,0,,1,"Standup desk, ergonomic chair, noise cancelling headphones.","Monthly wellbeing topics of interest, Departmental team builds, Monthly social events.",1,"Yearly health checks, surveys on wellbeing topics, vaccinations, mole checks.",1,"Engaged, Safety first, Fun",1,"Stevie Thompson, Maree Lane",1,"Tania Young, Tui Luamanu.",1,Most days,2,Most days,2,Most days,2,Daily,2,Most days,2,Daily,2,Daily,2,Most days,2,Most days,2,Half the time,0,Once a week,0,Most days,2,Most days,2,2,1,2,3,3,2,1,1,2,1,2,2,1,Better insurance coverage,1,"Yes, absolutely"
2021/09/21 7:31:50 PM AST,25,17.5,"Middle Management (Manager, Senior Manager)",Papua New Guinea,1,0,Not sure - Just joined in July 2021,1,1,Sports teams,0,1,Tea & Coffee,No,0,,0,,Team building activities,0.5,Not sure - Just joined in July 2021.,0,"Busy, happy & alive",1,Nil,0,Nil ,0,Most days,2,Most days,2,Most days,2,Daily,2,Most days,2,Most days,2,Rarely / Never,0,Once a week,0,Once a week,0,Rarely / Never,0,Rarely / Never,0,Rarely / Never,0,Once a week,0,6,5,6,4,5,5,5,6,6,5,5,5,6,No further comments. ,0,"Yes, absolutely"
2021/09/21 8:06:05 PM AST,26,20,Entry (Associate),Philippines,1,1,Stress management;Exercise & Fitness;Yoga;Breathing;Mental Health;Holistic Wellness,0,1,online hobby club,1,1,"every day fruits are provided, healthier food are offered",Yes,1,"pre-pandemic, gym facilities and discount subscription",1,"ANC headphones, backjoy for facilitators","hr dinner, game night",1,health check ups,1,fit to lead,1,"jona ferrer, maville alferez",1,"may lopez, timothy tulay",1,Half the time,0,Half the time,0,Daily,2,Daily,2,Most days,2,Half the time,0,Once a week,0,Once a week,0,Rarely / Never,0,Once a week,0,Once a week,0,Once a week,0,Most days,2,1,3,6,2,2,1,1,1,1,1,1,3,2,none,0,"Yes, absolutely"
2021/09/21 9:12:16 PM AST,27,28.5,Entry (Associate),Japan,1,1,Leadership,1,1,"Pre-covid, - Softball tournament, Music festival, etc.",1,1,"Vending machine - canteen - protein drinks, yogurt drinks, etc.",No,0,,1,ergonomic chair for all desk work employees,continuing education opportunities,0.5,Yearly stress check survey conducted,1,"open, caring, cooperative",1,"Akiko Shimizu, Satoshi Yamaguchi",1,"Kyohei Morita, Chizuko Watanabe",1,Most days,2,Daily,2,Most days,2,Most days,2,Most days,2,Most days,2,Half the time,0,Once a week,0,Half the time,0,Rarely / Never,0,Once a week,0,Daily,2,Most days,2,2,1,4,2,2,1,2,2,2,3,1,3,3,Through Covid learned that WFH is possible.  WFH helped reduce work related stress.  Hope that WFH will be part of DHL life post Covid. ,1,"Maybe, depends on the time committment"
2021/09/21 9:37:02 PM AST,28,27,Entry (Associate),Philippines,1,1,Stress management;Exercise & Fitness;Yoga;Mindfulness;Breathing;Mental Health,1,1,Yoga Class,1,1,"Water, food ration",No,0,,0,,"Engagement Activities like 50 Years Anniv Celeb, Appreciation Week, etc. ",1,Check ups,1,"Compassionate, results driven, fun",1,"AJ Jimenez, Matt Advincula",1,"AJ Jimenez, Matt Advincula",1,Most days,2,Most days,2,Daily,2,Most days,2,Most days,2,Half the time,0,Half the time,0,Half the time,0,Half the time,0,Most days,2,Most days,2,Half the time,0,Most days,2,3,2,3,1,3,2,2,2,2,2,2,1,3,None,0,"Yes, absolutely"
2021/09/21 10:07:51 PM AST,29,38,Entry (Associate),Indonesia & E. Timor,1,1,Stress management;Mindfulness;Mental Health,0,1,"yoga classes, basketball team, soccer team",1,1,"refill mineral water, coffee, tea",Yes,1,gym,1,stress ball,"mindfulness online class, team building workshop",1,surveys,1,result & respect,1,Melisa Kurniawati,0.5,Melisa Kurniawati,0.5,Most days,2,Daily,2,Daily,2,Daily,2,Most days,2,Daily,2,Most day,2,Most days,2,Most days,2,Most days,2,Most days,2,Most days,2,Most days,2,6,3,6,4,4,4,6,6,6,5,6,5,5,more healthy snacks ,1,"Maybe, depends on the Coach"
2021/09/22 12:23:32 AM AST,30,31,Entry (Associate),Indonesia & E. Timor,1,1,Stress management;Nutrition;Exercise & Fitness;Mindfulness;Breathing;Mental Health;Workplace Hygiene;Holistic Wellness;Leadership,1,1,"sports teams, fundraisers, yoga classes, fitness challenges, after-work social gatherings",1,1,"bottled mineral water, juice, coffee, tea, vending machine",Yes,1,"gym, open space for movement, social area",1,"yoga mat, stress ball, noise-cancelling headphones","yoga classes, mental health workshop",1,survey,1,respect & result,1,"Melisa Kurniawati, Rosalia Dwita",1,"Melisa Kurniawati, Rosalia Dwita",1,Most days,2,Daily,2,Daily,2,Daily,2,Most days,2,Most days,2,Once a week,0,Daily,2,Most days,2,Once a week,0,Once a week,0,Once a week,0,Most days,2,4,2,6,3,2,1,1,1,3,2,2,2,2,No,0,No thanks
2021/09/22 12:26:46 AM AST,31,33,Entry (Associate),India,1,1,Stress management;Nutrition;Exercise & Fitness;Yoga;Ergonomics;Mindfulness;Mental Health;Workplace Hygiene;Holistic Wellness,1,1,"By Go Help programs, Global Volunteer Day programs, Fitness challenges of occasions like World Health Day, App week, etc",1,1,"Coffee, Tea, Mineral water, etc",Yes,1,"Open Space for movement, social area (recreation room)",1,"Ergonomic chair, stres balls, headphones, etc","Frequent webinars on various wellness topics, yoga classes, jumba classes, etc.  ",1,Health check-ups,1,"Employee centric, Great place to work, Best employer, As-One Family",1,Alisha Abraham & Ruhanshi Mathur,1,Sharon Dsouza & Saurabh Dalvi ,1,Daily,2,Daily,2,Daily,2,Daily,2,Most days,2,Daily,2,Half the time,0,Most days,2,Most days,2,Once a week,0,Once a week,0,Most days,2,Daily,2,1,3,1,4,1,1,1,1,1,4,3,5,1,No,0,"Yes, absolutely"
2021/09/22 12:28:46 AM AST,32,26,"Middle Management (Manager, Senior Manager)",Vietnam,1,1,Nutrition;Exercise & Fitness;Yoga;Breathing;Mental Health,0,1,Sponsorship for hobbies clubs led by employee,1,0,,Yes,1,"Gym, relax room",0,,"Hobby clubs (yoga, foodball, chess,...), healthy eating workshop,..",1,"Employee satisfaction survey, health check up",1,"enegetic, caring",1,"Hang Nguyen, Anh Bui",1,"Long Truong, Hang Nguyen",1,Most days,2,Most days,2,Most days,2,Most days,2,Half the time,0,Most days,2,Once a week,0,Most days,2,Once a week,0,Once a week,0,Once a week,0,Most days,2,Most days,2,4,1,6,2,1,1,1,1,2,2,3,3,3,No,0,"Yes, absolutely"
2021/09/22 12:30:25 AM AST,33,21,"Middle Management (Manager, Senior Manager)",Vietnam,1,1,Nutrition;Exercise & Fitness;Yoga;Ergonomics;Workplace Hygiene,1,1,"Hobby Clubs: Yoga, Football, Badminton, Pingpong, Music Band
Fitness challenges: Jumping jack, Plank, Push-up, Body transformation",0,1,"Daily: coffee, tea, mineral water. Monthly: Fruit, Snack",Yes,1,"Gym, Relax room with Massage machine",0,,"Yoga Club, inhouse Gym",1,Health Check-ups,1,Respect & Result,1,"Hang Nguyen, Khang Nguyen",1,"Long Truong, Hang Nguyen",1,Most days,2,Most days,2,Half the time,0,Daily,2,Most days,2,Most days,2,Once a week,0,Once a week,0,Once a week,0,Once a week,0,Once a week,0,Rarely / Never,0,Half the time,0,5,6,4,4,5,4,6,6,5,4,6,5,5,N/A,0,I'd like to know more please!
2021/09/22 12:42:13 AM AST,34,19,Entry (Associate),Vietnam,1,1,Stress management;Nutrition;Ergonomics;Breathing;Workplace Hygiene,0,1,"after-work virtual meeting, photo teams,...",0,1," litchi fruit, melon, mangoes, jack fruit,...",Yes,1,"Gym room, quiet area",1,"noise-cancelling headphones, ergonomic chair","yoga classes, team-building workshops",1,"health chech-ups, focus groups",1,"Connected, Challenging",1,"Trinh Ngoc Nguyen Thi, Anh Hong Bui Thi",1,"Anh Hong Bui Thi, Long Hoang Truong",1,Most days,2,Most days,2,Half the time,0,Half the time,0,Most days,2,Most days,2,Once a week,0,Once a week,0,Half the time,0,Once a week,0,Once a week,0,Half the time,0,Half the time,0,2,4,4,1,1,2,2,1,2,1,1,3,2,No,0,I'd like to know more please!
2021/09/22 12:48:02 AM AST,35,12.5,Entry (Associate),Vietnam,1,1,Nutrition;Exercise & Fitness,1,1,football team and the company facilitates all employees to join and enjoy after work together,1,1,"pizza, guava, yogurt",Yes,1,gym room,0,i don't know,pending due to covid-19,0,surveys,1,"dynamic, friendly and democratic",1,Huy Vo / Hong Anh,1,Hong Anh is a member of Yoga club,0.5,Half the time,0,Half the time,0,Half the time,0,Half the time,0,Half the time,0,Half the time,0,Half the time,0,Half the time,0,Most days,2,Half the time,0,Half the time,0,Half the time,0,Half the time,0,6,5,6,3,1,4,2,5,3,2,4,4,4,no,0,"Maybe, depends on the time committment"
2021/09/22 1:00:54 AM AST,36,27,"Middle Management (Manager, Senior Manager)",Philippines,1,1,Exercise & Fitness;Yoga;Breathing;Mental Health;Workplace Hygiene;Leadership,1,1,"fund-raisers, fitness challenges, after-work social gatherings or e-hobby clubs.  ",1,1,"fruits, mineral water, coffee",Yes,1,gym,1,"ergonomic chair noise-cancelling headphones, stress balls","monthly non-work related check-ins, continuing education opportunities, quarterly team building/bonding",1,"health check-ups, surveys, focus group",1,"Safety-driven, Care for the employees, and Family",1,Rose Anne Nepomuceno and Alan Jimnenez,1,Ann Meneses and  May Lopez,1,Most days,2,Daily,2,Daily,2,Most days,2,Most days,2,Most days,2,Most day,2,Once a week,0,Once a week,0,Rarely / Never,0,Once a week,0,Once a week,0,Once a week,0,1,1,1,4,4,1,1,4,2,4,1,2,3,None,0,"Maybe, depends on the time committment"
2021/09/22 1:04:49 AM AST,37,27,"Middle Management (Manager, Senior Manager)",India,0,1,Stress management;Nutrition;Exercise & Fitness;Yoga;Mindfulness;Mental Health;Holistic Wellness,0,1,"Yoga Classes , fitness challenges, sports etc. ",0,0,,No,0,,1,Stress Balls,Yoga Classes & education opportunities ,1,Health chek-ups,1,"Respect, passionate & team building ",1,Alisha Abraham & Nakul Vyas,1,Sharon Dsouza & Sunjoy Dhaawan,1,Most days,2,Daily,2,Half the time,0,Daily,2,Daily,2,Half the time,0,Daily,2,Most days,2,Once a week,0,Rarely / Never,0,Daily,2,Daily,2,Most days,2,4,1,4,6,6,5,1,6,4,1,6,6,6,"Yes, one family tour should be sponsored from DHL may be once a year within India",1,"Yes, absolutely"
